NT_GER;NT_FG;NT_CE;NO_IES;CO_IES_enade;NO_CURSO;NO_CINE_ROTULO;NO_CINE_AREA_GERAL;CO_CATEGAD_DESC;SG_UF_IES;NO_REGIAO_IES;TP_ORGANIZACAO_ACADEMICA_ies_mec;QE_I08_DESC;QE_I04;QE_I05;QE_I17;CO_MODALIDADE;CO_TURNO_GRADUACAO
29,8;29,5;28,9;Centro Universitário das Américas;1294;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO GAMA E SOUZA;1141;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Não Informado;A;B;A;0;4
35,5;33,9;36;CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB;1836;Farmácia;Farmácia;Saúde e bem-estar;Não Informado;SP;Sudeste;2.0;De 1,5 a 3 s.m.;A;B;A;1;4
22,4;7,2;27,4;UNIVERSIDADE METODISTA DE SÃO PAULO;167;Nutrição;Nutrição;Saúde e bem-estar;Não Informado;SP;Sudeste;1.0;De 1,5 a 3 s.m.;B;B;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ;80;Nutrição;Nutrição;Saúde e bem-estar;Não Informado;SC;Sul;2.0;De 1,5 a 3 s.m.;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO GAMA E SOUZA;1141;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Até 1,5 s.m.;D;D;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO SUMARÉ;1388;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;0;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DO VALE DO RIBEIRA;1554;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DO VALE DO RIBEIRA;1554;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE METROPOLITANA DE SANTOS;953;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;Centro Universitário Governador Ozanam Coelho;1362;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;Até 1,5 s.m.;B;A;A;1;4
29,8;29,5;28,9;UNIVERSIDADE DO OESTE PAULISTA;271;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;A;A;A;0;4
35,1;18,3;40,7;CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE;1232;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;PR;Sul;2.0;Até 1,5 s.m.;A;B;A;0;3
29,8;29,5;28,9;UNIVERSIDADE CATÓLICA DE PERNAMBUCO;11;Nutrição;Nutrição;Saúde e bem-estar;Não Informado;PE;Nordeste;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ;138;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;De 1,5 a 3 s.m.;B;B;A;1;4
32,5;25,5;34,8;UNIVERSIDADE VALE DO RIO DOCE;513;Fonoaudiologia;Fonoaudiologia;Saúde e bem-estar;Privada sem fins lucrativos;MG;Sudeste;1.0;De 1,5 a 3 s.m.;B;C;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO RITTER DOS REIS;448;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;De 1,5 a 3 s.m.;B;B;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;374;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;0;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;374;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;0;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;374;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;0;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO RITTER DOS REIS;448;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO RITTER DOS REIS;448;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Não Informado;A;B;A;0;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO UNA;344;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;Não Informado;A;B;A;1;1
55;47,8;57,4;CENTRO UNIVERSITÁRIO SOCIESC DE BLUMENAU;1618;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SC;Sul;2.0;De 1,5 a 3 s.m.;C;C;A;1;4
32,5;21;36,3;CENTRO UNIVERSITÁRIO SOCIESC DE BLUMENAU;1618;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SC;Sul;2.0;De 1,5 a 3 s.m.;B;A;A;1;4
46,5;41,5;48,1;CENTRO UNIVERSITÁRIO UNA;344;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;De 1,5 a 3 s.m.;B;C;A;1;4
29,8;29,5;28,9;UNIVERSIDADE SALVADOR;385;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;1.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE SALVADOR;385;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;1.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS;480;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;4
13,4;30,3;7,8;UNIVERSIDADE DE VASSOURAS;140;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;1.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO INGÁ;1430;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;2.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;Centro Universitário UNA de Betim;14028;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;Não Informado;A;B;A;1;4
35,4;36,1;35,2;CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA;1598;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;Centro Universitário UNA de Contagem;4766;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;Não Informado;A;B;A;1;4
44,8;44,2;45;UNIVERSIDADE SÃO JUDAS TADEU;203;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;B;B;A;1;4
16,9;32,2;11,8;CENTRO UNIVERSITÁRIO INGÁ;1430;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;2.0;Até 1,5 s.m.;B;D;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO GAMA E SOUZA;1141;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Até 1,5 s.m.;A;A;A;0;4
29,8;29,5;28,9;UNIVERSIDADE SANTO AMARO;375;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;FACULDADE DE CIÊNCIAS APLICADAS DE LIMOEIRO;686;Enfermagem;Enfermagem;Saúde e bem-estar;Especial;PE;Nordeste;3.0;Até 1,5 s.m.;A;A;A;1;4
24,2;52,8;14,7;CENTRO UNIVERSITÁRIO BRAZ CUBAS;526;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;Centro Universitário Doctum de Teófilo Otoni;5370;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;MG;Sudeste;2.0;Até 1,5 s.m.;A;A;A;0;4
29,8;29,5;28,9;UNIVERSIDADE ANHEMBI MORUMBI;466;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE ANHEMBI MORUMBI;466;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;B;A;A;0;4
29,8;29,5;28,9;UNIVERSIDADE ANHEMBI MORUMBI;466;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;A;A;A;0;4
29,8;29,5;28,9;UNIVERSIDADE DE VASSOURAS;140;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;1.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DOS GUARARAPES;1805;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;PE;Nordeste;2.0;Não Informado;A;B;A;0;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DOS GUARARAPES;1805;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;PE;Nordeste;2.0;Até 1,5 s.m.;B;A;A;0;4
29,8;29,5;28,9;Centro Universitário FADERGS;2950;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Não Informado;A;B;A;0;4
31,8;50,6;25,5;Centro Universitário FADERGS;2950;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Até 1,5 s.m.;C;B;A;0;4
29,8;29,5;28,9;Centro Universitário FADERGS;2950;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Não Informado;A;B;A;0;4
17,9;33,6;12,7;CENTRO UNIVERSITÁRIO BRAZ CUBAS;526;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;De 1,5 a 3 s.m.;B;C;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO BRAZ CUBAS;526;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;B;A;A;0;4
28,7;54,9;20;CENTRO UNIVERSITÁRIO BRAZ CUBAS;526;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;De 1,5 a 3 s.m.;D;C;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO BRAZ CUBAS;526;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE DA AMAZÔNIA;383;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;1.0;Até 1,5 s.m.;C;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO PRESIDENTE ANTÔNIO CARLOS;308;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;MG;Sudeste;2.0;Não Informado;A;B;A;1;4
22,4;11,4;26,1;UNIVERSIDADE DO SUL DE SANTA CATARINA;494;Biomedicina;Biomedicina;Saúde e bem-estar;Não Informado;SC;Sul;1.0;Até 1,5 s.m.;B;B;A;1;1
30,7;20;34,2;CENTRO UNIVERSITÁRIO UNIFATECIE;4751;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;2.0;Até 1,5 s.m.;B;A;A;1;4
20,3;7,2;24,6;CENTRO UNIVERSITÁRIO UNIFATECIE;4751;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;2.0;Até 1,5 s.m.;A;C;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;1060;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;DF;Centro-Oeste;2.0;Não Informado;A;B;A;0;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ;1575;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;MG;Sudeste;2.0;Até 1,5 s.m.;A;A;A;0;3
13,6;7,2;15,7;Centro Universitário Estácio de São Paulo;793;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;4
20,4;10,9;23,6;UNIVERSIDADE PAULISTA;322;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;A;A;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;4153;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;PE;Nordeste;2.0;Não Informado;A;B;A;0;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;4153;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;PE;Nordeste;2.0;Não Informado;A;B;A;0;3
0;0;0;UNIVERSIDADE CRUZEIRO DO SUL;221;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;UNIVERSIDADE CRUZEIRO DO SUL;221;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;0;4
36,5;39,6;35,4;UNIVERSIDADE CIDADE DE SÃO PAULO;417;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;De 1,5 a 3 s.m.;A;A;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO BRAZ CUBAS;526;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE POSITIVO;1042;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;1.0;Até 1,5 s.m.;A;A;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ANHANGUERA PITÁGORAS AMPLI;242;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;Universidade Pitágoras Unopar Anhanguera;298;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;1.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE ANHANGUERA;671;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;MS;Centro-Oeste;1.0;Não Informado;A;B;A;0;4
23;20,2;23,9;CENTRO UNIVERSITÁRIO DE BRASÍLIA;402;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;DF;Centro-Oeste;2.0;De 3 a 4,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;Centro Universitário UNIFTC;2402;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;2.0;Até 1,5 s.m.;A;B;A;1;4
16,6;19,1;15,7;CENTRO UNIVERSITÁRIO CATÓLICA DE QUIXADÁ;2135;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;CE;Nordeste;2.0;Até 1,5 s.m.;A;C;A;1;4
29,8;29,5;28,9;Faculdade Cesmac do Sertão;17224;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;AL;Nordeste;3.0;Até 1,5 s.m.;A;A;A;1;2
18,1;30,9;13,8;UNIVERSIDADE DO SUL DE SANTA CATARINA;494;Odontologia;Odontologia;Saúde e bem-estar;Não Informado;SC;Sul;1.0;Até 1,5 s.m.;B;B;A;1;3
42,2;26,4;47,5;UNIVERSIDADE ALTO VALE DO RIO DO PEIXE;15032;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;SC;Sul;1.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE TIRADENTES;398;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;SE;Nordeste;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;FACULDADE ANHANGUERA DE ITABUNA;2944;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;3.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;ESCOLA SUPERIOR MADRE CELESTE;2350;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;1807;Nutrição;Nutrição;Saúde e bem-estar;Pública Federal;CE;Nordeste;4.0;Não Informado;A;B;A;1;2
29,8;29,5;28,9;FACULDADE DE SÃO LOURENÇO;828;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;3.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;FACULDADE DE SÃO LOURENÇO;828;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;3.0;Não Informado;A;B;A;1;4
31,4;11,1;38,1;Centro Universitário União das Américas Descomplica;1716;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;FACULDADE VALE DO GORUTUBA;2200;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Faculdade Multivix Nova Venécia;1359;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;ES;Sudeste;3.0;Até 1,5 s.m.;B;B;A;1;4
31,1;42,5;27,3;FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DO ALTO SÃO FRANCISCO;727;Farmácia;Farmácia;Saúde e bem-estar;Privada sem fins lucrativos;MG;Sudeste;3.0;Até 1,5 s.m.;B;A;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE MACEIÓ;1504;Farmácia;Farmácia;Saúde e bem-estar;Privada sem fins lucrativos;AL;Nordeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário Maurício de Nassau de Salvador;1055;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;BA;Nordeste;2.0;Não Informado;A;B;A;1;4
26,2;9,5;31,7;FACULDADE PARANAENSE;2420;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;3.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO CNEC DE BENTO GONÇALVES;1084;Fisioterapia;Fisioterapia;Saúde e bem-estar;Não Informado;RS;Sul;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA;1427;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;Centro Universitário de Itapira Uniesi;1434;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário de Itapira Uniesi;1434;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA;1427;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Até 1,5 s.m.;B;A;A;1;4
29,8;29,5;28,9;Centro Universitário Estácio do Ceará;1107;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;CE;Nordeste;2.0;Não Informado;A;B;A;1;4
17,6;12,3;19,3;FACULDADE DE MAUÁ - FAMA;1804;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;3.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;INSTITUTO DE ENSINO SUPERIOR DE RONDÔNIA;1540;Farmácia;Farmácia;Saúde e bem-estar;Privada sem fins lucrativos;RO;Norte;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;INSTITUTO DE ENSINO SUPERIOR DE RONDÔNIA;1540;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;RO;Norte;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário Ruy Barbosa Wyden;396;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário Ruy Barbosa Wyden;396;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário Ruy Barbosa Wyden;396;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ESTÁCIO DE SERGIPE;2122;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SE;Nordeste;2.0;Até 1,5 s.m.;A;A;A;1;1
29,8;29,5;28,9;FACULDADES INTEGRADAS DE BAURU;1092;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE MACEIÓ;1504;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;AL;Nordeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO MAX PLANCK;2123;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
24,2;29,1;22,5;FACULDADE ANHANGUERA DO RIO GRANDE;2194;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;3.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;INSTITUTO DE ENSINO SUPERIOR DE FOZ DO IGUAÇU;2086;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;15121;Enfermagem;Enfermagem;Saúde e bem-estar;Pública Federal;SC;Sul;1.0;Não Informado;A;B;A;1;3
34,8;48,1;30,4;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;15121;Nutrição;Nutrição;Saúde e bem-estar;Pública Federal;SC;Sul;1.0;Até 1,5 s.m.;B;B;A;1;3
23,9;21,6;24,6;UNIVERSIDADE PAULISTA;322;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE DO PLANALTO CATARINENSE;1189;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;SC;Sul;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;ESCOLA SUPERIOR EM MEIO AMBIENTE;989;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;MG;Sudeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário FUNVIC;2494;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO SANTA CRUZ DE CURITIBA;1872;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;PR;Sul;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE MACEIÓ;1504;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;AL;Nordeste;2.0;Não Informado;A;B;A;1;4
31,8;53,7;24,5;CENTRO UNIVERSITÁRIO ANHANGUERA DE MARABÁ;4452;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;UNIVERSIDADE ESTADUAL DE MARINGÁ;57;Biomedicina;Biomedicina;Saúde e bem-estar;Pública Estadual;PR;Sul;1.0;Não Informado;A;B;A;1;3
35,5;36,1;35,3;CENTRO UNIVERSITÁRIO DOUTOR LEÃO SAMPAIO;1735;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;CE;Nordeste;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;2835;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;PE;Nordeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADE ANHANGÜERA DE SÃO JOSÉ;4652;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;3.0;Até 1,5 s.m.;A;A;A;1;1
29,8;29,5;28,9;FACULDADE HERRERO;4534;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;3.0;Não Informado;A;B;A;1;4
27,8;25;28,7;CENTRO UNIVERSITÁRIO UNIGRAN CAPITAL;4429;Radiologia;Radiologia;Saúde e bem-estar;Privada sem fins lucrativos;MS;Centro-Oeste;2.0;Até 1,5 s.m.;A;B;A;1;4
32,5;31;33;AFYA Faculdade de Ciências Médicas de Palmas;16728;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;TO;Norte;3.0;Até 1,5 s.m.;A;B;A;1;3
